en_label,ja_label,category,en_description,ja_description,qid
Hereditary persistence of fetal hemoglobin,胎児ヘモグロビンの遺伝的残留,病気,medical condition,,Q4351777
Burkitt lymphoma,バーキットリンパ腫,病気,type of cancer,悪性リンパ腫の一つ,Q1016605
influenza,インフルエンザ,病気,infectious disease caused by an influenza virus,インフルエンザウイルスによる感染症,Q2840
muscular disease,ミオパチー,病気,"disease in which the muscle fibers do not function, resulting in muscular weakness",筋肉の疾患の総称,Q692536
Kikuchi disease,組織球性壊死性リンパ節炎,病気,rare disease,感染症や免疫異常が原因でリンパ節で炎症と組織の壊死が起こる病気,Q1060827
X-linked adrenoleukodystrophy,副腎白質ジストロフィー,病気,"peroxisomal disorder resulting in cerebral demyelination, axonal dysfunction in the spinal cord leading to spastic paraplegia, adrenal insufficiency and in some cases testicular insufficiency",,Q366964
transmissible spongiform encephalopathy,伝達性海綿状脳症,病気,group of brain diseases induced by prion proteins,,Q703961
gynandromorphism,雌雄モザイク,病気,organism with both male and female characteristics,,Q430711
devil facial tumour disease,デビル顔面腫瘍性疾患,病気,cancer type affecting Tasmanian devils,,Q2001911
metabolic syndrome,メタボリックシンドローム,病気,"disease diagnosed by a cluster of at least 3 out of the following conditions: abdominal obesity, high blood pressure, high blood sugar, high serum triglycerides, low serum high-density lipoprotein",内臓脂肪型肥満に高血糖・高血圧・脂質異常症のうち2つ以上の症状が一度に出ている状態,Q657193
hereditary spastic paraplegia,遺伝性痙性対麻痺,病気,genetically and clinically heterogeneous group of neurodegenerative disorders characterized by progressive spasticity and hyperreflexia of the lower limbs,,Q657516
imposex,インポセックス,病気,disorder of sea snails,,Q1660373
diabetes insipidus,尿崩症,病気,"human disease, a condition characterized by large amounts of dilute urine and increased thirst",,Q220551
pneumothorax,気胸,病気,abnormal collection of air in the pleural space,肺の疾患,Q203601
macrocephaly,大頭症,病気,human disease,,Q635339
choreatic disease,舞踏運動,病気,"movement disease characterized by brief, semi-directed, irregular movements that not repetitive or rhythmic, but appear to flow from one muscle to the next",,Q1076421
Tyzzer's disease,ティザー病,病気,bacterial disease of mammals,,Q2165907
ornithosis,オウム病,病気,disease,主に鳥類経由で気道感染症を引き起こす人獣共通感染症,Q164727
glycogen storage disease I,グルコース-6-ホスファターゼ欠損症,病気,rare disease,,Q630090
CHARGE syndrome,CHARGE症候群,病気,"syndrome that is characterized by a pattern of congenital anomalies including choanal atresia and malformations of the heart, inner ear, and retina",先天性疾患,Q1023604
Arnold-Chiari malformation,アーノルド・キアリ奇形,病気,human disease,小脳の形成異常に関連した脳の奇形,Q1071707
Caroli disease,カロリ病,病気,bile duct disease that is characterized by abnormal dilatation of the intrahepatic bile ducts,,Q1044327
dopamine-responsive dystonia,ジストニア,病気,genetic movement disorder,,Q689777
border disease (sheep),ボーダー病,病気,viral disease of sheep and goats caused by Pestivirus D,,Q893408
chondrosarcoma,軟骨肉腫,病気,connective tissue cancer that has material basis in cells derived from transformed cells that produce cartilage,軟骨から発生する悪性骨腫瘍,Q1076087
Guillain–Barré syndrome,ギラン・バレー症候群,病気,autoimmune disease that causes the immune system to attack part of the peripheral nervous system,主に感染症をきっかけに発症する急性の炎症性多発神経障害であり、自己免疫反応による攻撃によって末梢神経根に炎症を引き起こす自己免疫疾患,Q205214
relapsing polychondritis,再発性多発軟骨炎,病気,human disease,,Q187656
crayfish plague,ザリガニペスト,病気,crayfish disease caused by Aphanomyces astaci,,Q602370
fragile X syndrome,脆弱X症候群,病気,congenital disorder of nervous system,,Q221472
Rubinstein-Taybi syndrome,ルビンシュタイン・テイビ症候群,病気,rare disease,,Q666980
cleft lip and cleft palate,口唇口蓋裂,病気,congenital malformations caused by the failure of embryonic structures of the lip and/or palate to fuse,口蓋が閉じていない、または口唇に裂け目がある先天性異常のひとつ,Q222634
TAR syndrome,血小板減少橈骨欠損症候群,病気,genetic disorder,,Q660330
double outlet right ventricle,両大血管右室起始症,病気,"Human disease, Congenital Heart Disease",,Q361648
multiple endocrine neoplasia type 2B,多発性内分泌腫瘍症2B型,病気,"autosomal dominant disease characterized by medullary thyroid carcinoma, pheochromocytoma, multiple mucosal neuromas and intestinal ganglioneuromas, and often a marfanoid habitus and other skeletal abnormalities",,Q624748
animal trypanosomiasis,ナガナ病,病気,parasitic disease of vertebrates,,Q1617145
Laron syndrome,ラロン症候群,病気,congenital disorder characterized by marked short stature associated with normal or high serum growth hormone (GH) and low serum insulin-like growth factor-1 (IGF-I) levels which fail to rise after exogenous GH administration,,Q669822
essential tremor,本態性振戦,病気,"movement disorder causing involuntary tremors, especially in the hand",,Q693519
Schindler disease,シンドラー病,病気,Rare congenital metabolic disorder in humans.,,Q310335
congenital adrenal hyperplasia,先天性副腎過形成症,病気,steroid inherited metabolic disorder that is characterized by adrenal insufficiency and variable degrees of hyper- or hypo-androgeny manifestations resulting from steroidogenic enzyme deficiency,副腎皮質におけるステロイドホルモンの産生過程に必要な酵素が先天的に欠損している常染色体潜性遺伝病,Q366868
coronavirus disease,コロナウイルス感染症,病気,diseases caused by coronaviruses,コロナウイルスによって引き起こされる人獣共通感染症,Q18975243
pneumonia,肺炎,病気,inflammation of the alveoli of the lungs,肺の病気,Q12192
common cold,風邪,病気,common viral infection of upper respiratory tract,ウイルス感染症の一種,Q12125
Cholera,コレラ,病気,bacterial infection of the small intestine,激しい下痢を主症状とする細菌感染症,Q12090
chronic thyroiditis,慢性甲状腺炎,病気,autoimmune disease,,Q11094
classical swine fever,豚熱,病気,animal disease,ブタのウイルス性疾病,Q19000581
mucocutaneous leishmaniasis,粘膜皮膚リーシュマニア症,病気,Human disease,,Q18558072
secondary syphilis,二次性梅毒,病気,"syphilis characterized as the second stage of syphilis which appears from 2 to 6 months after primary infection, and is marked by lesions especially in the skin but also in organs and tissues, and that lasts from 3 to 12 weeks",,Q18556216
bacterial conjunctivitis,細菌性結膜炎,病気,Human disease,,Q18558195
tritanopia,3型2色覚,病気,"human disease, blue color blindness",,Q18554140
staphyloenterotoxemia,ブドウ球菌性食中毒,病気,Food poisoning that is caused by Staphylococcal infection,,Q18558175
Eastern equine encephalitis,東部馬脳炎,病気,horse disease,,Q18553951
auditory neuropathy,オーディトリー・ニューロパシー,病気,"hearing disorder characterized by impaired transmission of signals through the auditory nerve, resulting in mild to severe hearing loss and poor speech perception",,Q4820036
arthritis,関節炎,病気,"any of several joint disorders, some autoimmune, some infectious",,Q170990
juvenile rheumatoid arthritis,若年性特発性関節炎,病気,rheumatoid arthritis that involves an autoimmune disease onset in children under 16 which attacks the healthy cells and tissue of located in joint,,Q861224
hidradenitis suppurativa,汗腺膿瘍,病気,Human disease,,Q341999
congenital heart disease,先天性心疾患,病気,cardiovascular disease,,Q939364
activated protein C resistance,活性化プロテインC抵抗性,病気,hemostatic disorder,,Q296104
mathematical anxiety,数学の心配,病気,anxiety about one's ability to do mathematics,,Q845527
trisomy 9,9トリソミー,病気,partial or complete triplication of chromosome 9,,Q381719
Townes-Brocks syndrome,タウンズ＝ブロックズ症候群,病気,genetic disorder,,Q385774
inherited pseudoxanthoma elasticum,弾力繊維性仮性黄色腫,病気,Human disease,,Q1052391
growth hormone deficiency,下垂体性矮小症,病気,Human disease,,Q369262
achondroplasia,軟骨無形成症,病気,osteochondrodysplasia that results in dwarfism from abnormal ossification of cartilage in long bones,,Q340594
computer vision syndrome,VDT症候群,病気,"condition resulting from focusing the eyes on a screen for protracted, uninterrupted periods of time",,Q1196503
agammaglobulinemia,低ガンマグロブリン血症,病気,B cell deficiency that is caused by a reduction in all types of gamma globulins,,Q1047559
polydactyly,多指症,病気,physical anomaly resulting in supernumerary fingers and/or toes,,Q371520
septic arthritis,敗血症性関節炎,病気,arthritis that involves infection by a pathogen located in joint syaptic,関節の細菌感染症,Q924421
abetalipoproteinemia,無β・リポタンパク血症,病気,"rare genetic disease involving failure of synthesis or assembly of plasma lipoproteins that contain apo-protein B (chylomicrons, VLDL, and LDL); characterized by severe vitamin E deficiency, leading to serious neurological damage",,Q319812
Wiskott-Aldrich syndrome,ウィスコット・アルドリッチ症候群,病気,rare disease,,Q953638
Gitelman syndrome,ギテルマン症候群,病気,Human disease,,Q1053120
Minamata disease,水俣病,病気,"a severe neurological disease caused by mercury poisoning, first discovered in the Japanese city of Minamata.",日本の公害病、メチル水銀による中毒性中枢神経系疾患,Q338857
progressive supranuclear palsy,進行性核上性麻痺,病気,"neurodegenerative disease characterized by supranuclear gaze palsy, postural instability, progressive rigidity, and mild dementia",,Q945930
Charcot–Marie–Tooth disease,シャルコー・マリー・トゥース病,病気,"neuromuscular disease that is characterized by a slowly progressive degeneration of the muscles of the foot, lower leg, hand and forearm",,Q1052687
advanced sleep phase syndrome,睡眠相前進症候群,病気,sleep disorder that involves an altered circadian rhythm resulting in falling asleep in early evening and awaking very early in the morning,概日リズムが正常な状態より前進する疾患,Q1125121
