en_label,ja_label,category,en_description,ja_description,qid
Capgras syndrome,カプグラ症候群,病気,psychiatric disorder (syndrome) in which a person holds a delusion that a family member has been replaced by an identical imposter,精神疾患の一種,Q838018
respiratory tract infection,気道感染,病気,"infectious disease affecting nose, throat and lungs",気道、呼吸器におこる感染症,Q754447
Lunatic,きちがい,病気,antiquated adjective epithet of one given to lunacy,発狂した人間、端的に状態が著しく常軌を逸した人間のこと,Q3130829
nephroblastoma,腎芽腫,病気,rare disease,小児の腎腫瘍,Q756289
dysmenorrhea,月経困難症,病気,pain during menstruation,月経期間中の一部女性に起こる、病的と言えるほどの痛み,Q816422
neurodevelopmental disorder,神経発達症,病気,mental disorder that are impairments of the growth and development of the brain or central nervous system,脳・中枢神経系の成長発達に関する不全の分類の総称,Q3450985
severe fever with thrombocytopenia syndrome,重症熱性血小板減少症候群,病気,medical condition,マダニが媒介するウイルス性出血熱,Q3508725
erythema infectiosum,伝染性紅斑,病気,Human disease,ヒトパルボウイルスB19による感染症。通称「リンゴ病」,Q753654
pedophobia,ペドフォビア,病気,Fear of children,子供に対する恐怖,Q2157065
atrophic rhinitis,豚萎縮性鼻炎,病気,pig disease,ブタの感染症,Q2148094
Treacher Collins syndrome,トリーチャーコリンズ症候群,病気,human genetic disorder,頬骨の欠如等の顎顔面形態の不調和を特徴とする、常染色体優位先天性疾患のひとつ,Q744790
fear of falling,起立歩行恐怖症,病気,natural fear typical of most humans and mammals,落下に対する恐怖,Q5439393
Japanese encephalitis,日本脳炎,病気,infection of the brain caused by the Japanese encephalitis virus,蚊が媒介するウイルス性脳炎,Q738292
halogenoderma,ハロゲン疹,病気,medical condition,皮膚疾患　ヨウ素疹や臭素疹などの総称,Q5643382
Couvade syndrome,擬娩,病気,proposed medical condition,妻の妊娠に同調し夫の気分が落ち込んだりする症状,Q852094
body dysmorphic disorder,身体醜形障害,病気,disturbance of perception of one's own body,自分の外見に欠陥があると思い込んでいんることによる苦痛や不安で日常生活に支障をきたす精神疾患,Q844590
self-neglect,セルフネグレクト,病気,"behavioral condition in which an individual neglects to attend to their basic needs, such as personal hygiene, appropriate clothing, feeding, or tending appropriately to any medical conditions they have",自らの生活に必要な行動を執る気力を喪失し、周囲の人間にも助けを求めない状況にあること,Q2361701
Weaver syndrome,ウィーバー症候群,病気,human disease,常染色体顕性型遺伝疾患,Q4348144
paratyphoid fever,パラチフス熱,病気,bacterial infection caused by one of the three types of Salmonella enterica,サルモネラ属の細菌を病原体とする感染症,Q705906
micromastia,貧乳,病気,human condition,女性の乳房が小さいこと,Q5360758
chemophobia,ケモフォビア,病気,fear of chemicals,化学物質への恐怖,Q2055121
Lassa fever,ラッサ熱,病気,viral disease,アレナウイルス科のウイルスを病原体とするウイルス性出血熱,Q706845
fowl cholera,家禽コレラ,病気,bird disease,パスツレラ・ムルトシダ菌からの感染を原因とする鳥類の感染症,Q707574
progressive multifocal leukoencephalopathy,進行性多巣性白質脳症,病気,viral disease affecting human brains,JCウイルスによって発症する脱髄性疾患,Q704930
complications of diabetes mellitus,糖尿病合併症,病気,medical conditions,糖尿病に罹患してから数年を経て発症する合併症,Q4198677
virtual reality sickness,3D酔い,病気,nausea caused by exposure to a VR environment,VR環境にさらされたことによる吐き気,Q4219957
derailment,脱線,病気,thought disorder in psychiatry,精神医学における思考障害,Q5261301
deathbed phenomena,死床現象,病気,range of phenomena reported by dying people,終末期の患者などが自らの死に臨み、すでに亡くなった存在やその他の事象といった、通常では見たり体験することのできない事物を感知する経験のこと,Q5247663
Plague of Justinian,ユスティニアヌスのペスト,病気,"541–549 AD pandemic in the Byzantine Empire, later northern Europe",540年代にヨーロッパで流行したペスト,Q821711
viral meningitis,ウイルス性髄膜炎,病気,human disease,ウイルス感染によって生じる髄膜の炎症,Q3301664
condylomata lata,扁平コンジローマ,病気,medical condition,梅毒の第二期段階時に見られる皮疹の一つ,Q863710
vulvovaginal candidiasis,膣内イースト菌感染症,病気,excessive growth of yeast in the vagina that results in irritation,常在菌であるカンジダが生殖器で過剰増殖したことで起きる炎症,Q977090
hand fetishism,手フェティシズム,病気,sexual fascination with hands,手に対するフェティシズム,Q965539
Niigata Minamata disease,第二水俣病,病気,Japanese outbreak of mercury poisoning,日本の公害病、有機水銀を含んだ廃液による食物連鎖で生じた中毒性中枢神経系疾患,Q996200
hallucinogen persisting perception disorder,フラッシュバック,病気,non-psychotic disorder after a previous use of drugs,幻覚剤によって体験した感覚が突如として再現される現象,Q1001920
Burkitt lymphoma,バーキットリンパ腫,病気,type of cancer,悪性リンパ腫の一つ,Q1016605
syndrome of Cassandra,カサンドラ(比喩),病気,metaphor originating from Greek mythology,ギリシア神話を起源とするメタファー,Q2522199
lipoid proteinosis,ウルバッハ・ヴィーデ類脂質蛋白症,病気,rare recessive genetic disorder,遺伝性疾患,Q2500124
septic arthritis,敗血症性関節炎,病気,arthritis that involves infection by a pathogen located in joint syaptic,関節の細菌感染症,Q924421
boutonneuse fever,ボタン熱,病気,Human disease,犬などの哺乳動物に寄生するマダニが媒介するリケッチアの感染によって発症する病気,Q895297
Far East scarlet-like fever,仮性結核,病気,Human disease,人獣共通細菌感染症の一つ,Q18371582
gnathomiasis,顎口虫症,病気,Human disease,ヒトが顎口虫の幼虫を食物と共に摂取することにより発症する疾病,Q2665559
hay fever in Japan,日本における花粉症,病気,pollen from acres of Cryptomeria japonica,スギの花粉によって生じるアレルギー症状,Q15662673
amoebic dysentery,アメーバ赤痢,病気,Human disease,下痢や血便を主症状とする寄生虫感染症,Q15460254
hypothermia,低体温症,病気,condition caused when the human body gets too cold,体温が35℃未満に下がった状態,Q1036696
CHARGE syndrome,CHARGE症候群,病気,"syndrome that is characterized by a pattern of congenital anomalies including choanal atresia and malformations of the heart, inner ear, and retina",先天性疾患,Q1023604
evil eye,邪視,病気,"curse believed to be cast by a malevolent glare, causing many cultures to create measures against it",伝説神話,Q1020115
pneumocystis pneumonia,ニューモシスチス肺炎,病気,"pneumonia caused by Pneumocystis jirovecii, common among AIDS patients",酵母様真菌であるニューモシスチス・イロベチイによって引き起こされる肺炎,Q15401586
Ampo snack,アンポ,病気,Indonesian snack made of soil,土から作られる食べ物,Q14635923
highly sensitive person,ハイリー・センシティブ・パーソン,病気,person with sensory processing sensitivity,高度な感覚処理感受性を気質として持つ人,Q1036653
Rett syndrome,レット症候群,病気,genetic brain disorder,生後6カ月以降の女児にみられる遺伝性発達障害,Q917357
compulsive sexual behaviour disorder,色情症,病気,mental disorder according to ICD-11,性欲の異常亢進,Q5958573
melioidosis,類鼻疽,病気,human disease,人獣共通感染症,Q963944
seizure,癲癇性発作,病気,"disease, disturbance of cortical function due to a sudden, abnormal, exin cells.",脳の神経細胞が一時的に過剰な電気的興奮を引き起こすことで起こる意識喪失や痙攣,Q6279182
pinta disease,ピンタ,病気,Human disease,中南米に発生する風土性のヒトの皮膚疾患,Q922029
catalepsy,カタレプシー,病気,"psychomotor symptom of catatonia, abnormal maintenance of postures",受動的にとらされた姿勢を保ち続け、自分の意思で変えようとしない状態,Q918193
physical dependence,身体的依存,病気,physical condition caused by chronic use of a tolerance-forming drug,離脱による否定的な身体症状を生じさせる状態,Q2622112
